scheme,replicate,raw_r68,winner_r68,delta_r68,ratio_r68,raw_r90,winner_r90,delta_r90,ratio_r90
event_random5,62,0.0796044226762525,0.05943671584221468,-0.020167706834037825,0.7466509252122969,0.1485795413312426,0.11940627229492459,-0.029173269036318006,0.8036521800045187
event_random5,63,0.07989415833398214,0.05907510924255653,-0.02081904909142561,0.7394171297931998,0.14779644840795234,0.11840135126472383,-0.029395097143228507,0.801110936968585
event_random5,64,0.07846487673042549,0.057617729124909756,-0.02084714760551573,0.7343123640257749,0.15024452478686567,0.11906603157443585,-0.031178493212429825,0.7924816677568843
event_random5,65,0.07997024681292754,0.0588390345579326,-0.02113121225499494,0.7357615726205439,0.15193226085137895,0.11994330363768563,-0.031988957213693325,0.7894525031455623
event_random5,66,0.08052784348916177,0.05755096787849796,-0.022976875610663805,0.7146716636742388,0.15316919165123163,0.11860697473754117,-0.03456221691369046,0.7743526844981391
event_random5,67,0.08073792955963874,0.05980699476295657,-0.02093093479668217,0.7407546253558421,0.14596636927297668,0.11768493892753495,-0.028281430345441727,0.8062469424545893
event_random5,68,0.08150701116711469,0.057963436319706914,-0.023543574847407774,0.7111466300839306,0.15335892157620085,0.12195609810956583,-0.03140282346663502,0.7952331488518481
event_random5,69,0.08032897310699391,0.0580392189025404,-0.02228975420445351,0.7225191192875733,0.15509928516304056,0.12091602289395206,-0.034183262269088494,0.7796039986054416
event_random5,70,0.07937313160823965,0.05857833830589905,-0.020794793302340603,0.738012185219338,0.1527470433505878,0.12110669763094303,-0.031640345719644775,0.7928578843452748
event_random5,71,0.0791595727451467,0.059364229254127716,-0.01979534349101899,0.7499311478758247,0.15376824222760357,0.12026109549913959,-0.033507146728463985,0.7820931926966583
