scheme,outer_fold,method,complexity,alpha,inner_r68,inner_r90,inner_n
event_random5,1,xy_quad,6,0.1805320393820497,0.11444497778220329,0.21241039772727602,3600
event_random5,1,xy_quad,6,0.2769591490305376,0.10044919240892758,0.1885305575312522,3600
event_random5,1,xy_quad,6,0.42489062049196813,0.08498108819646762,0.16119441846962337,3600
event_random5,1,xy_quad,6,0.6518363448688389,0.07357240487281073,0.13965434950625594,3600
event_random5,1,xy_quad,6,0.75,0.07091098316609853,0.1359898952346913,3600
event_random5,1,xy_quad,6,1.0,0.06848047274677382,0.12891970090896723,3600
event_random5,1,xy_quad,6,1.5,0.0749066144270466,0.13939576397228898,3600
event_random5,1,xy_quad,6,1.5341274046343907,0.07595932619813274,0.14050480323770934,3600
event_random5,1,xy_quad,6,2.3535468936502513,0.091633106764023,0.16577073769407108,3600
event_random5,1,xy_quad,6,3.6106407876409943,0.11269461658665998,0.19563977350293518,3600
event_random5,1,xy_quad,6,5.539182980610754,0.1313079447168318,0.22265605156669274,3600
event_random5,1,xy_quad,6,8.49781240983936,0.1451301905740613,0.2435250550037121,3600
event_random5,1,xy_quad,6,13.03672689737678,0.15493078704348015,0.2579816046449675,3600
event_random5,1,xy_quad,6,20.0,0.16193598814447493,0.26804542273892484,3600
event_random5,1,dt_then_xy,9,0.05,0.09806238325810221,0.17873166656494727,3600
event_random5,1,dt_then_xy,9,0.07670637023171953,0.09548011054474223,0.17303717659710197,3600
event_random5,1,dt_then_xy,9,0.11767734468251262,0.0914867671597689,0.16644587068022218,3600
event_random5,1,dt_then_xy,9,0.1805320393820497,0.0863902273632359,0.15815738122942602,3600
event_random5,1,dt_then_xy,9,0.2769591490305376,0.08025932205307816,0.14854059017136062,3600
event_random5,1,dt_then_xy,9,0.42489062049196813,0.07298305525050226,0.1386847679006829,3600
event_random5,1,dt_then_xy,9,0.6518363448688389,0.06735834241848036,0.13170094765625737,3600
event_random5,1,dt_then_xy,9,0.75,0.06661721734481237,0.13008142461594321,3600
event_random5,1,dt_then_xy,9,1.0,0.06569120856711716,0.12711259231312927,3600
event_random5,1,dt_then_xy,9,1.5,0.06912574153578312,0.13291145541538887,3600
event_random5,1,dt_then_xy,9,1.5341274046343907,0.06944065043265084,0.1335074205010627,3600
event_random5,1,dt_then_xy,9,2.3535468936502513,0.07628677607366224,0.145225541288686,3600
event_random5,1,dt_then_xy,9,3.6106407876409943,0.08794904875612604,0.16135000861681853,3600
event_random5,1,dt_then_xy,9,5.539182980610754,0.09676878313829688,0.17699118900512448,3600
event_random5,1,dt_then_xy,9,8.49781240983936,0.10349639171967458,0.19038787251964795,3600
event_random5,1,dt_then_xy,9,13.03672689737678,0.10877584621658548,0.20059909772526838,3600
event_random5,1,dt_then_xy,9,20.0,0.11220040078839813,0.207123390543372,3600
event_random5,1,dt_r2_then_xy,12,0.05,0.0698486316197493,0.146913789994695,3600
event_random5,1,dt_r2_then_xy,12,0.07670637023171953,0.06773690872197681,0.14173530456811056,3600
event_random5,1,dt_r2_then_xy,12,0.11767734468251262,0.06549630078873668,0.13543266228012077,3600
event_random5,1,dt_r2_then_xy,12,0.1805320393820497,0.06338895929556072,0.12709691280088728,3600
event_random5,1,dt_r2_then_xy,12,0.2769591490305376,0.06054717330748411,0.12148241455259416,3600
event_random5,1,dt_r2_then_xy,12,0.42489062049196813,0.0592181997594011,0.1150042739157386,3600
event_random5,1,dt_r2_then_xy,12,0.6518363448688389,0.059660928437978676,0.11540045725409626,3600
event_random5,1,dt_r2_then_xy,12,0.75,0.06019361352936215,0.11688765808855828,3600
event_random5,1,dt_r2_then_xy,12,1.0,0.06210307944043134,0.11995104681393072,3600
event_random5,1,dt_r2_then_xy,12,1.5,0.0655044744245947,0.12800876316450827,3600
event_random5,1,dt_r2_then_xy,12,1.5341274046343907,0.0662721790918822,0.12833343570141004,3600
event_random5,1,dt_r2_then_xy,12,2.3535468936502513,0.07516902016104912,0.14432424793216417,3600
event_random5,1,dt_r2_then_xy,12,3.6106407876409943,0.08491272627465558,0.16242153577872434,3600
event_random5,1,dt_r2_then_xy,12,5.539182980610754,0.09409828480407299,0.18035694318225984,3600
event_random5,1,dt_r2_then_xy,12,8.49781240983936,0.10067411358467615,0.19374225593142733,3600
event_random5,1,dt_r2_then_xy,12,13.03672689737678,0.10551704115729565,0.20350531491922708,3600
event_random5,1,dt_r2_then_xy,12,20.0,0.10877654072261367,0.21010381570980044,3600
event_random5,2,raw,0,0.05,0.16931112925074057,0.3079913361226155,3600
event_random5,2,raw,0,0.07670637023171953,0.160894611620461,0.2959534313395991,3600
event_random5,2,raw,0,0.11767734468251262,0.15126018933129753,0.2793835014089806,3600
event_random5,2,raw,0,0.1805320393820497,0.13930012078414167,0.2573511675335689,3600
event_random5,2,raw,0,0.2769591490305376,0.12236973320584975,0.22796322751764192,3600
event_random5,2,raw,0,0.42489062049196813,0.10420352072760794,0.19321704538856438,3600
event_random5,2,raw,0,0.6518363448688389,0.09000688141539068,0.1629636537856549,3600
