bootstrap,baseline_resolution,improved_resolution,delta,ratio
45,0.0666305358811804,0.0495349229572313,-0.017095612923949094,0.7434267532466642
46,0.06792519140625752,0.04757355068528302,-0.020351640720974506,0.7003815477051474
47,0.06849852805682521,0.04911336883653001,-0.019385159220295205,0.716998893695736
48,0.06310532840878849,0.0456473066455731,-0.01745802176321539,0.7233510671218683
49,0.060855546703653035,0.04819942522145496,-0.012656121482198072,0.7920301078909155
50,0.06431101103980039,0.048679716831151944,-0.015631294208648443,0.756942179015431
51,0.05419979986901702,0.042259656861666835,-0.011940143007350183,0.7797013450934218
52,0.058895554802713856,0.04944298236512761,-0.009452572437586244,0.8395027864284474
53,0.06574957933946855,0.050780940759927895,-0.014968638579540658,0.7723386410997889
54,0.06852351510315183,0.05195889408674758,-0.016564621016404248,0.7582636998194167
55,0.06492135817333897,0.051011620277008334,-0.013909737896330633,0.7857448105261159
56,0.060213877131596795,0.04388036410958125,-0.016333513022015543,0.7287417153637388
57,0.06571219210166562,0.05095115902642,-0.014761033075245622,0.7753684270278441
58,0.06399757516281468,0.048194479884449186,-0.015803095278365493,0.7530672804686549
59,0.07078286121147104,0.049153987117873305,-0.021628874093597733,0.6944334585602684
60,0.0637738583159093,0.048445761665982835,-0.015328096649926466,0.7596492190577929
61,0.04830077626128078,0.04665272616879359,-0.0016480500924871896,0.9658794284470266
62,0.05200163832780807,0.04365281315156451,-0.008348825176243559,0.8394507280017947
63,0.05488602046700118,0.04639061136422523,-0.00849540910277595,0.8452172514878612
64,0.062178287251869475,0.04561569066124027,-0.016562596590629204,0.7336273267943509
65,0.06539726473958636,0.048235701506029786,-0.017161563233556575,0.7375798009000166
66,0.06405802221637193,0.04817596376807512,-0.015882058448296807,0.7520676115373778
67,0.0606797585264063,0.0463316314866379,-0.014348127039768399,0.7635434387313118
68,0.06031370830877507,0.0479794647077063,-0.012334243601068766,0.7954985036250167
69,0.0657802652434995,0.0496576468108531,-0.016122618432646403,0.7549018938588171
70,0.06693508024908792,0.04775822834051282,-0.019176851908575106,0.7135007258195315
71,0.06648995862778011,0.049622274295528145,-0.016867684332251963,0.7463123051906293
72,0.06845699788591425,0.04933998888729407,-0.019117008998620177,0.7207442688258214
73,0.06062391078132199,0.0465931733525795,-0.014030737428742487,0.7685609976671893
74,0.0640747099008364,0.04672596232441235,-0.017348747576424052,0.7292418864904203
75,0.05874790167094248,0.04814004857866975,-0.010607853092272732,0.8194343493034149
76,0.05896761141775625,0.04641415120502715,-0.0125534602127291,0.7871126214729292
77,0.06501757533069503,0.050472356457773614,-0.014545218872921421,0.7762878914056555
78,0.06717995799852781,0.04763044771869866,-0.019549510279829152,0.7089978787980552
79,0.0604059706902889,0.04743862416394284,-0.012967346526346062,0.785330053003672
80,0.06298693124817274,0.05149769580408623,-0.011489235444086511,0.8175933448985131
81,0.0688118565552058,0.04706127313272898,-0.02175058342247682,0.6839122716442486
82,0.057258107170555954,0.0452134706761314,-0.012044636494424554,0.7896431249718588
83,0.06996859591953673,0.049472905204826105,-0.020495690714710628,0.7070730026041898
84,0.06194387825726389,0.047494324973875776,-0.014449553283388115,0.7667315368376426
85,0.06352824880523064,0.0473889956139771,-0.01613925319125354,0.7459515491961003
86,0.05527802815605917,0.04892151828526727,-0.0063565098707919,0.8850083824834272
87,0.06468797158806568,0.04792334164910736,-0.016764629938958317,0.7408385279767957
88,0.05948099387682655,0.049154315468534694,-0.010326678408291858,0.8263869223557969
89,0.05932083917504362,0.043088246937455846,-0.016232592237587773,0.726359362690593
90,0.05854087685375844,0.04465913431292157,-0.01388174254083687,0.7628709495500897
91,0.06088996061594062,0.045574943789072946,-0.015315016826867672,0.7484804281042958
92,0.05739388221955914,0.04404633821284295,-0.013347544006716193,0.7674396034815099
93,0.06352334145145214,0.047996708256750314,-0.015526633194701822,0.7555759372864841
94,0.05795151060163834,0.04671964167149246,-0.011231868930145883,0.8061850534431393
95,0.06470895478596399,0.049429469187324444,-0.015279485598639543,0.7638737072916867
96,0.06545251381826976,0.04671374758521381,-0.018738766233055953,0.7137044073649407
97,0.06300854792036173,0.04861005906365747,-0.014398488856704257,0.7714835632317235
98,0.06275959440843501,0.04604328161190734,-0.016716312796527667,0.7336453022984967
