method,bootstrap,baseline_resolution,improved_resolution,delta,ratio
exploratory_ub_bottom_stretch,227,0.048879346465684655,0.046994692964717706,-0.0018846535009669485,0.9614427434644599
exploratory_ub_bottom_stretch,228,0.04768833044716048,0.046652519169298315,-0.0010358112778621684,0.9782795650812337
exploratory_ub_bottom_stretch,229,0.04779721072055521,0.04688525642467258,-0.0009119542958826304,0.9809203448876057
exploratory_ub_bottom_stretch,230,0.048978220063700256,0.046984497733509156,-0.0019937223301911,0.9592936956957991
exploratory_ub_bottom_stretch,231,0.04716699872223729,0.04600906074074343,-0.0011579379814938631,0.9754502509622699
exploratory_ub_bottom_stretch,232,0.048405410056128154,0.04734514478120615,-0.0010602652749220065,0.9780961410368679
exploratory_ub_bottom_stretch,233,0.04794323344792658,0.046660588261560235,-0.0012826451863663449,0.9732465857197662
exploratory_ub_bottom_stretch,234,0.048837104531623585,0.04818165650476019,-0.0006554480268633964,0.986578892562335
exploratory_ub_bottom_stretch,235,0.047745098800043614,0.04652316433064387,-0.0012219344693997422,0.9744071224039728
exploratory_ub_bottom_stretch,236,0.04800679684491153,0.04603991254906825,-0.0019668842958432756,0.9590290453621099
exploratory_ub_bottom_stretch,237,0.04797968223201906,0.046703489553697505,-0.001276192678321554,0.9734013936951443
exploratory_ub_bottom_stretch,238,0.04803783936987375,0.04677225064515439,-0.001265588724719359,0.9736543370534467
exploratory_ub_bottom_stretch,239,0.047646088043481145,0.04632764731653514,-0.0013184407269460074,0.9723284579891885
